images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,source domain,target domain,target modality,source modality
Image_(5080).jpg,3(anger),3(very),4(offensive),2(moderately),0,,,,,
Image_(5081).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5082).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5083).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5084).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(5085).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5086).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(5087).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(5088).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5089).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(509).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),1,complementary,弃婴,弃音,complementary,text
Image_(5090).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5091).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5092).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(5093).jpg,3(anger),3(very),4(offensive),3(very),1,text dominant,你妈个了逼,你马勒戈壁,text,text
Image_(5094).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5095).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(5096).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5097).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5098).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5099).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(51).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,委屈鬼,狗,text,image
Image_(510).jpg,2(love),3(very),2(expressive),0(non-offensive),1,complementary,猪,你,image,text
Image_(5100).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5101).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5102).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5103).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5104).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(5105).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5106).jpg,4(sorrow),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5107).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5108).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5109).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(511).jpg,2(love),3(very),2(expressive),0(non-offensive),1,complementary,精神支柱,女生,text,image
Image_(5110).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(5111).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(5112).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5113).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(5114).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5115).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5116).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5117).jpg,4(sorrow),2(moderately),3(entertaining),1(slightly),0,,,,,
Image_(5118).jpg,7(surprise),1(slightly),5(other),0(non-offensive),0,,,,,
Image_(5119).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(512).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,废物,猫,text,image
Image_(5120).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5121).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(5122).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5123).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5124).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5125).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5126).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5127).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5128).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5129).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(513).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,废物,猫,text,image
Image_(5130).jpg,6(hate),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5131).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5132).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5133).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5134).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5135).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5136).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,人,熊,text,image
Image_(5137).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5138).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5139).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(514).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,乡下人；没有见过世面的人,狗；乡下人,text,complementary
Image_(5140).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5141).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5142).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5143).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5144).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5145).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5146).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5147).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5148).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5149).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(515).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,text dominant,没钱,莓钱,text,text
Image_(5150).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5151).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5152).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,text dominant,小床,友谊,text,text
Image_(5153).jpg,1(happiness),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(5154).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5155).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5156).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(5157).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5158).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5159).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(516).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,complementary,战车,斯大林管风琴,text,text
Image_(5160).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5161).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),1,text dominant,没,莫,text,text
Image_(5162).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5163).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5164).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5165).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(5166).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(5167).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5168).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5169).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(517).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,委屈,委七,image,text
Image_(5170).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5171).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5172).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5173).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(5174).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5175).jpg,7(surprise),3(very),4(offensive),2(moderately),0,,,,,
Image_(5176).jpg,1(happiness),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(5177).jpg,1(happiness),1(slightly),表达情感,1(slightly),0,,,,,
Image_(5178).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5179).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(518).jpg,2(love),2(moderately),1(interactive),0(non-offensive),1,image dominant,诱惑,放电,text,image
Image_(5180).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5181).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5182).jpg,1(happiness),2(moderately),表达情感,1(slightly),0,,,,,
Image_(5183).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(5184).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5185).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(5186).jpg,3(anger),3(very),4(offensive),2(moderately),0,,,,,
Image_(5187).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5188).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5189).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(519).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,生活,淋浴,text,image
Image_(5190).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5191).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5192).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5193).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5194).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5195).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5196).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5197).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5198).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5199).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(52).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,是,系,text,text
Image_(520).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,image dominant,歪,喂,complementary,text
Image_(5200).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5201).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5202).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(5203).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5204).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(5205).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5206).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5207).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5208).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5209).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(521).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,半条命,零钱,complementary,complementary
Image_(5210).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5211).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5212).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5213).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5214).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5215).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5216).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5217).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5218).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5219).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(522).jpg,2(love),3(very),1(interactive),1(slightly),1,text dominant,特么,他妈,text,text
Image_(5220).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5221).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5222).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(5223).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5224).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(5225).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(5226).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5227).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5228).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(5229).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(523).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),1,complementary,失败的人,败犬,complementary,text
Image_(5230).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5231).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5232).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5233).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5234).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5235).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5236).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5237).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5238).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5239).jpg,3(anger),3(very),2(expressive),2(moderately),0,,,,,
Image_(524).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),1,text dominant,为；没；赢；力,薇；莓；银；梨,complementary,text
Image_(5240).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5241).jpg,6(hate),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(5242).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5243).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5244).jpg,6(hate),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(5245).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5246).jpg,6(hate),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(5247).jpg,6(hate),2(moderately),4(offensive),2(moderately),1,text dominant,特么,他妈,text,text
Image_(5248).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(5249).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(525).jpg,4(sorrow),2(moderately),3(entertaining),0(non-offensive),1,complementary,废物,狗,text,image
Image_(5250).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5251).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5252).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5253).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5254).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5255).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5256).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5257).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5258).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5259).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(526).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,text dominant,家人,伐木累,text,text
Image_(5260).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5261).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5262).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5263).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5264).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5265).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5266).jpg,6(hate),3(very),4(offensive),1(slightly),0,,,,,
Image_(5267).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,
Image_(5268).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(5269).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(527).jpg,2(love),3(very),1(interactive),0(non-offensive),1,complementary,诱惑,电,image,text
Image_(5270).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(5271).jpg,6(hate),1(slightly),4(offensive),3(very),0,,,,,
Image_(5272).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5273).jpg,6(hate),1(slightly),1(interactive),1(slightly),0,,,,,
Image_(5274).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5275).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(5276).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5277).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5278).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5279).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(528).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,特么,他妈,text,text
Image_(5280).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5281).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5282).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5283).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(5284).jpg,7(surprise),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(5285).jpg,6(hate),2(moderately),4(offensive),3(very),0,,,,,
Image_(5286).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5287).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(5288).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(5289).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(529).jpg,4(sorrow),1(slightly),1(interactive),1(slightly),1,text dominant,小乌龟,你,text,text
